sim_time_s,latency_s,firing_variance,temporal_consistency,lambda_efficiency,mode,red_present,blue_present
1781125715.618,,0.0,0.0,0.0,C,1,0
1781125715.818,,0.0,0.0,0.0,C,1,0
1781125716.018,,0.0,0.0,0.0,C,1,0
1781125716.218,,0.0,0.0,0.0,C,1,0
1781125716.418,,0.0,0.0,0.0,C,1,0
1781125716.618,,0.0,0.0,0.0,C,1,0
1781125716.818,,0.0,0.0,0.0,C,1,0
1781125717.018,,0.0,0.0,0.0,C,1,0
1781125717.218,,0.0,0.0,0.0,C,1,0
1781125717.418,,0.0,0.0,0.0,C,1,0
1781125717.618,,0.0,0.0,0.0,C,1,0
1781125717.818,,0.0,0.0,0.0,C,1,0
1781125718.018,,0.0,0.0,0.0,C,1,0
1781125718.218,,0.0,0.0,0.0,C,1,0
1781125718.418,,0.0,0.0,0.0,C,1,0
1781125718.618,,0.0,0.0,1.0,H,1,0
1781125718.818,3.2539,18.165726,0.3144,1.0,H,1,0
1781125719.018,3.2539,63.460178,0.4527,1.0,C,1,0
1781125719.218,3.2539,68.800201,0.5568,1.0,C,1,0
1781125719.418,3.2539,102.929276,0.6263,1.0,X,1,0
1781125719.618,3.2539,476.023499,0.725,1.0,X,1,0
1781125719.818,3.2539,1019.829956,0.7588,1.0,X,1,0
1781125720.018,3.2539,1918.59082,0.7849,1.0,X,1,0
1781125720.218,3.2539,4935.094238,0.8234,1.0,X,1,0
1781125720.418,3.2539,6906.18457,0.8381,1.0,X,1,0
1781125720.618,3.2539,9042.185547,0.8504,1.0,X,1,0
1781125720.818,3.2539,13096.751953,0.8702,1.0,X,1,0
1781125721.018,3.2539,14633.738281,0.8783,1.0,X,1,0
1781125721.218,3.2539,15710.741211,0.8854,1.0,X,1,0
1781125721.418,3.2539,16617.931641,0.8974,1.0,X,1,0
1781125721.619,3.2539,16719.511719,0.9025,1.0,X,1,0
1781125721.818,3.2539,16814.683594,0.9071,1.0,X,1,0
1781125722.018,3.2539,17366.050781,0.9152,1.0,X,1,0
1781125722.218,3.2539,17859.404297,0.9187,1.0,X,0,0
1781125722.418,3.2539,18457.359375,0.922,1.0,X,0,0
1781125722.618,3.2539,19792.621094,0.9278,1.0,X,0,0
1781125722.818,3.2539,20468.5625,0.9303,1.0,X,0,0
1781125723.019,3.2539,21082.914062,0.9327,1.0,X,0,0
1781125723.218,3.2539,21902.521484,0.937,1.0,X,0,0
1781125723.418,3.2539,22020.228516,0.939,1.0,X,0,0
1781125723.618,3.2539,21960.150391,0.9409,1.0,X,0,0
1781125723.818,3.2539,21539.878906,0.9442,1.0,X,0,0
1781125724.019,3.2539,21297.072266,0.9458,1.0,X,0,0
1781125724.219,3.2539,21080.632812,0.9472,1.0,X,0,0
1781125724.418,3.2539,20722.443359,0.9499,1.0,X,0,0
1781125724.618,3.2539,20544.662109,0.9512,1.0,X,0,0
1781125724.818,3.2539,20366.320312,0.9524,1.0,X,0,0
1781125725.019,3.2539,20128.099609,0.9546,1.0,X,0,0
1781125725.219,3.2539,20102.652344,0.9556,1.0,X,0,0
1781125725.419,3.2539,20138.423828,0.9566,1.0,X,0,0
1781125725.619,3.2539,20355.783203,0.9584,1.0,X,0,0
1781125725.818,3.2539,20533.929688,0.9593,1.0,X,0,0
1781125726.018,3.2539,20764.138672,0.9601,1.0,X,0,0
1781125726.218,3.2539,18401.777344,0.9845,1.0,X,0,0
1781125726.419,3.2539,17010.261719,0.9936,1.0,X,0,0
1781125726.619,3.2539,15502.625,0.9963,1.0,X,0,0
1781125726.819,3.2539,12049.102539,0.999,1.0,X,0,0
1781125727.019,3.2539,10250.754883,0.9994,1.0,X,0,0
1781125727.218,3.2539,8526.063477,0.9995,1.0,X,0,0
1781125727.418,3.2539,5756.224121,0.9997,1.0,X,0,0
1781125727.618,3.2539,4830.501465,0.9998,1.0,X,0,0
1781125727.819,3.2539,4162.549805,0.9998,1.0,X,0,0
1781125728.019,3.2539,3383.334473,0.9998,1.0,X,0,0
1781125728.219,3.2539,3178.772705,0.9998,1.0,X,0,0
1781125728.418,3.2539,3026.487549,0.9998,1.0,X,0,0
1781125728.618,3.2539,2728.421387,0.9999,1.0,X,0,0
1781125728.818,3.2539,2531.945801,0.9999,1.0,X,0,0
1781125729.019,3.2539,2297.901367,0.9999,1.0,X,0,0
1781125729.218,3.2539,1838.166138,0.9999,1.0,X,0,0
1781125729.419,3.2539,1698.923218,0.9999,1.0,X,0,0
1781125729.618,3.2539,1660.711914,0.9999,1.0,X,0,0
1781125729.818,0.0727,1930.520264,0.9999,1.0,X,1,0
1781125730.019,0.0727,2260.942383,0.9999,1.0,X,1,0
1781125730.218,0.0727,2741.698242,0.9999,1.0,X,1,0
1781125730.419,0.0727,4194.765625,0.9999,1.0,X,1,0
1781125730.619,0.0727,5172.955078,0.9999,1.0,X,1,0
1781125730.819,0.0727,6316.840332,0.9999,1.0,X,1,0
1781125731.019,0.0727,9071.910156,0.9999,1.0,X,1,0
1781125731.218,0.0727,10664.301758,0.9999,1.0,X,1,0
1781125731.418,0.0727,12377.420898,0.9999,1.0,X,1,0
1781125731.618,0.0727,16041.132812,0.9999,1.0,X,1,0
1781125731.819,0.0727,17936.617188,0.9999,1.0,X,1,0
1781125732.019,0.0727,19843.115234,0.9999,1.0,X,1,0
1781125732.219,0.0727,23614.908203,0.9997,1.0,X,1,0
1781125732.419,0.0727,25434.605469,0.9997,1.0,X,1,0
1781125732.618,0.0727,27151.703125,0.9944,1.0,X,1,0
1781125732.818,0.0727,30004.371094,0.9893,1.0,X,1,0
1781125733.018,0.0727,31095.126953,0.9891,1.0,C,1,0
1781125733.219,0.0727,31939.267578,0.989,1.0,C,1,0
1781125733.419,0.0727,32826.4375,0.9889,1.0,C,1,0
1781125733.618,0.0727,32860.253906,0.9889,1.0,C,1,0
1781125733.818,0.0727,32660.708984,0.9889,1.0,C,1,0
1781125734.019,0.0727,31774.773438,0.9889,1.0,C,1,0
1781125734.219,0.0727,31126.388672,0.9889,1.0,C,1,0
1781125734.419,0.0727,30361.09375,0.9889,1.0,C,1,0
1781125734.618,0.0727,28684.708984,0.9889,1.0,C,1,0
1781125734.819,0.0727,27808.011719,0.9889,1.0,C,1,0
1781125735.019,0.0727,26862.708984,0.9889,1.0,C,1,0
1781125735.218,0.0727,24727.150391,0.9888,1.0,C,1,0
1781125735.419,0.0727,23549.207031,0.9887,1.0,C,1,0
1781125735.619,0.0727,22301.882812,0.9886,1.0,C,1,0
1781125735.818,0.0727,19730.90625,0.9886,1.0,C,1,0
1781125736.019,0.0727,18407.667969,0.9885,1.0,C,0,0
1781125736.219,0.0727,16999.556641,0.9872,1.0,C,0,0
1781125736.418,0.0727,13931.395508,0.9831,1.0,C,0,0
1781125736.619,0.0727,12315.358398,0.9829,1.0,C,0,0
1781125736.819,0.0727,10676.526367,0.9828,1.0,C,0,0
