sim_time_s,latency_s,firing_variance,temporal_consistency,lambda_efficiency,mode,red_present,blue_present
1781116983.663,,0.0,0.0,0.0,C,1,0
1781116983.863,,0.0,0.0,0.0,C,1,0
1781116984.063,,0.0,0.0,0.0,C,1,0
1781116984.263,,0.0,0.0,0.0,C,1,0
1781116984.463,,0.0,0.0,0.0,C,1,0
1781116984.663,,0.0,0.0,0.0,C,1,0
1781116984.864,,0.0,0.0,0.0,C,1,0
1781116985.063,,0.0,0.0,1.0,H,1,0
1781116985.264,1.7333,44.85778,0.6364,1.0,H,1,0
1781116985.464,1.7333,85.28904,0.7886,1.0,H,1,0
1781116985.664,1.7333,244.549652,0.8667,1.0,C,1,0
1781116985.864,1.7333,366.703766,0.8899,1.0,C,1,0
1781116986.064,1.7333,483.7453,0.9074,1.0,C,1,0
1781116986.264,1.7333,645.429565,0.9303,1.0,C,1,0
1781116986.464,1.7333,688.240356,0.9381,1.0,C,1,0
1781116986.664,1.7333,711.58252,0.9442,1.0,C,1,0
1781116986.864,1.7333,720.088684,0.9535,1.0,C,1,0
1781116987.064,1.7333,713.234863,0.9571,1.0,C,1,0
1781116987.264,1.7333,703.109009,0.9602,1.0,C,1,0
1781116987.464,1.7333,677.807983,0.9651,1.0,C,1,0
1781116987.664,1.7333,663.534607,0.9672,1.0,C,1,0
1781116987.864,1.7333,648.5401,0.969,1.0,C,1,0
1781116988.064,1.7333,618.80719,0.9721,1.0,C,1,0
1781116988.264,1.7333,604.763794,0.9734,1.0,C,1,0
1781116988.464,1.7333,589.420227,0.9746,1.0,C,1,0
1781116988.664,1.7333,554.465942,0.9767,1.0,C,1,0
1781116988.864,1.7333,537.079407,0.9776,1.0,C,1,0
1781116989.064,1.7333,520.511902,0.9785,1.0,C,1,0
1781116989.264,1.7333,490.477112,0.98,1.0,C,1,0
1781116989.464,1.7333,477.090179,0.9807,1.0,C,1,0
1781116989.664,1.7333,464.839783,0.9814,1.0,C,1,0
1781116989.864,1.7333,443.801971,0.9825,1.0,C,1,0
1781116990.064,1.7333,435.194214,0.983,1.0,C,1,0
1781116990.264,1.7333,427.563873,0.9835,1.0,C,1,0
1781116990.464,1.7333,416.631561,0.9844,1.0,C,1,0
1781116990.664,1.7333,415.537262,0.9848,1.0,C,1,0
1781116990.864,1.7333,417.238983,0.9852,1.0,C,1,0
1781116991.064,1.7333,427.768188,0.986,1.0,C,1,0
1781116991.264,1.7333,435.836365,0.9863,1.0,C,1,0
1781116991.465,1.7333,444.121796,0.9866,1.0,C,1,0
1781116991.664,1.7333,461.058258,0.9872,1.0,C,1,0
1781116991.864,1.7333,469.720947,0.9875,1.0,C,1,0
1781116992.064,1.7333,478.22937,0.9878,1.0,C,1,0
1781116992.264,1.7333,494.164337,0.9883,1.0,C,1,0
1781116992.464,1.7333,500.980225,0.9885,1.0,C,1,0
1781116992.665,1.7333,414.22995,0.996,1.0,C,1,0
1781116992.864,1.7333,258.861267,0.9986,1.0,C,1,0
1781116993.064,1.7333,205.943451,0.9994,1.0,C,1,0
1781116993.264,1.7333,177.262131,0.9998,1.0,C,1,0
1781116993.465,1.7333,161.841476,0.9999,1.0,C,1,0
1781116993.664,1.7333,162.208862,0.9999,1.0,C,1,0
1781116993.864,1.7333,164.21463,0.9999,1.0,C,1,0
1781116994.065,1.7333,169.430099,0.9999,1.0,C,1,0
1781116994.264,1.7333,171.912491,0.9999,1.0,C,1,0
1781116994.464,1.7333,174.027603,0.9999,1.0,C,1,0
