sim_time_s,latency_s,firing_variance,temporal_consistency,lambda_efficiency,mode,red_present,blue_present
1781113001.783,,0.0,0.0,0.0,C,1,0
1781113001.983,,0.0,0.0,0.0,C,1,0
1781113002.183,,0.0,0.0,0.0,C,1,0
1781113002.383,,0.0,0.0,0.0,C,1,0
1781113002.583,,0.0,0.0,0.0,C,1,0
1781113002.783,,0.0,0.0,0.0,C,1,0
1781113002.983,,0.0,0.0,0.0,C,1,0
1781113003.183,,0.0,0.0,0.0,C,1,0
1781113003.383,,0.0,0.0,0.0,C,1,0
1781113003.583,,0.0,0.0,0.0,C,1,0
1781113003.783,,0.0,0.0,0.0,C,1,0
1781113003.983,,0.0,0.0,0.0,C,1,0
1781113004.183,,0.0,0.0,0.0,C,1,0
1781113004.383,,0.0,0.0,0.0,C,1,0
1781113004.583,,0.0,0.0,0.0,C,1,0
1781113004.783,,0.0,0.0,0.0,C,1,0
1781113004.983,,0.0,0.0,0.0,C,1,0
1781113005.183,,0.0,0.0,0.0,C,1,0
1781113005.383,,0.0,0.0,0.0,C,1,0
1781113005.583,,0.0,0.0,0.0,C,1,0
1781113005.783,,0.0,0.0,0.0,C,1,0
1781113005.983,,0.0,0.0,0.0,C,1,0
1781113006.183,,0.0,0.0,0.0,C,1,0
1781113006.383,,0.0,0.0,0.0,C,1,0
1781113006.583,,0.0,0.0,0.0,C,1,0
1781113006.783,,0.0,0.0,0.0,C,1,0
1781113006.983,,0.0,0.0,0.0,C,1,0
1781113007.183,,0.0,0.0,0.0,C,1,0
1781113007.383,,0.0,0.0,0.0,C,1,0
1781113007.583,,0.0,0.0,0.0,C,1,0
1781113007.783,,0.0,0.0,0.0,C,1,0
1781113007.983,,0.0,0.0,0.0,C,1,0
1781113008.183,,0.0,0.0,0.0,C,1,0
1781113008.383,,0.0,0.0,0.0,C,1,0
1781113008.583,,0.0,0.0,0.0,C,1,0
1781113008.783,,0.0,0.0,0.0,C,1,0
1781113008.983,,0.0,0.0,1.0,H,1,0
1781113009.186,7.5006,6.856657,0.2593,1.0,H,1,0
