sim_time_s,latency_s,firing_variance,temporal_consistency,lambda_efficiency,mode,red_present,blue_present
1781125866.327,,0.0,0.0,0.0,C,1,0
1781125866.527,,0.0,0.0,0.0,C,1,0
1781125866.727,,0.0,0.0,0.0,C,1,0
1781125866.927,,0.0,0.0,0.0,C,1,0
1781125867.127,,0.0,0.0,0.0,C,1,0
1781125867.327,,0.0,0.0,0.0,C,1,0
1781125867.527,,0.0,0.0,0.0,C,1,0
1781125867.727,,0.0,0.0,0.0,C,1,0
1781125867.927,,0.0,0.0,0.0,C,1,0
1781125868.127,,0.0,0.0,0.0,C,1,0
1781125868.327,,0.0,0.0,0.0,C,1,0
1781125868.527,,0.0,0.0,0.0,C,1,0
1781125868.727,,0.0,0.0,0.0,C,1,0
1781125868.927,,0.0,0.0,0.0,C,1,0
1781125869.127,,0.0,0.0,0.0,C,1,0
1781125869.327,,0.0,0.0,0.0,C,1,0
1781125869.527,,0.0,0.0,0.0,C,1,0
1781125869.727,,0.0,0.0,0.0,C,1,0
1781125869.927,,0.0,0.0,0.0,C,1,0
1781125870.127,,0.0,0.0,0.0,C,1,0
1781125870.327,,0.0,0.0,1.0,H,1,0
1781125870.527,4.2836,18.568569,0.1321,1.0,H,1,0
1781125870.727,4.2836,66.376823,0.3003,1.0,C,1,0
1781125870.927,4.2836,76.473846,0.397,1.0,C,0,0
1781125871.127,4.2836,161.916458,0.4991,1.0,X,0,0
1781125871.327,4.2836,1086.089233,0.6368,1.0,X,0,0
1781125871.528,4.2836,2294.133545,0.6811,1.0,X,0,0
1781125871.728,4.2836,4222.712402,0.7159,1.0,X,0,0
1781125871.927,4.2836,10160.804688,0.7669,1.0,X,0,0
1781125872.127,0.1048,13698.401367,0.7862,1.0,X,0,0
1781125872.328,0.1048,17191.550781,0.8026,1.0,X,1,0
1781125872.528,0.1301,23230.533203,0.8288,1.0,X,1,0
1781125872.728,0.1301,25457.535156,0.8395,1.0,X,1,0
1781125872.928,0.1301,27078.90625,0.8489,1.0,X,1,0
1781125873.127,0.1301,29016.638672,0.8648,1.0,X,1,0
1781125873.327,0.1301,29711.34375,0.8716,1.0,X,1,0
1781125873.528,0.1301,30355.152344,0.8777,1.0,X,1,0
1781125873.728,0.1301,31352.708984,0.8883,1.0,X,1,0
1781125873.928,0.1301,31641.029297,0.893,1.0,X,1,0
1781125874.128,0.1301,31808.246094,0.8972,1.0,X,1,0
1781125874.328,0.1301,31843.408203,0.9049,1.0,X,1,0
1781125874.528,0.1301,31724.484375,0.9082,1.0,X,1,0
1781125874.728,0.1301,31499.144531,0.9114,1.0,X,1,0
1781125874.928,0.1301,30748.423828,0.9171,1.0,X,1,0
1781125875.127,0.1301,30323.158203,0.9197,1.0,X,1,0
1781125875.328,0.1301,29936.173828,0.9221,1.0,X,1,0
1781125875.528,0.1301,29360.443359,0.9266,1.0,X,1,0
1781125875.728,0.1301,29172.529297,0.9286,1.0,X,1,0
1781125875.928,0.1301,29035.259766,0.9306,1.0,X,1,0
1781125876.128,0.1301,28861.228516,0.9341,1.0,X,1,0
1781125876.328,0.1301,28768.533203,0.9358,1.0,X,1,0
1781125876.528,0.1301,28620.849609,0.9373,1.0,X,1,0
1781125876.728,0.1301,28143.0625,0.9402,1.0,X,1,0
1781125876.928,0.1301,27830.603516,0.9416,1.0,X,0,0
1781125877.128,0.1301,27466.605469,0.9429,1.0,X,0,0
1781125877.328,0.1301,26584.876953,0.9453,1.0,X,0,0
1781125877.529,0.1301,26088.044922,0.9464,1.0,X,0,0
1781125877.728,0.1301,25582.832031,0.9475,1.0,X,0,0
1781125877.928,0.1301,20554.453125,0.9781,1.0,X,0,0
1781125878.128,0.1301,17937.175781,0.9903,1.0,X,0,0
1781125878.329,0.1301,15301.685547,0.9967,1.0,X,0,0
1781125878.529,0.1301,9873.15625,0.9991,1.0,X,0,0
1781125878.728,0.1301,7371.001465,0.9994,1.0,X,0,0
1781125878.928,0.1301,5231.459473,0.9996,1.0,X,0,0
1781125879.128,0.1301,2363.605713,0.9998,1.0,X,0,0
1781125879.328,0.1301,1619.415771,0.9998,1.0,X,0,0
1781125879.528,0.1301,1200.627563,0.9999,1.0,X,0,0
1781125879.728,0.1301,879.247803,0.9999,1.0,X,0,0
1781125879.928,0.1301,832.656433,0.9999,1.0,X,0,0
1781125880.128,0.0612,813.165344,0.9999,1.0,X,1,0
1781125880.328,0.0612,788.562866,0.9999,1.0,X,1,0
1781125880.528,0.0612,775.894104,0.9999,1.0,X,1,0
1781125880.729,0.0612,768.639038,0.9999,1.0,X,1,0
1781125880.928,0.0612,815.583191,0.9999,1.0,X,1,0
1781125881.128,0.0612,892.067444,0.9999,1.0,X,1,0
1781125881.328,0.0612,1020.408081,0.9999,1.0,X,1,0
1781125881.528,0.0612,1516.148926,0.9999,1.0,X,1,0
1781125881.728,0.0612,1931.918701,0.9999,1.0,X,1,0
1781125881.928,0.0612,2491.216553,0.9999,1.0,X,1,0
1781125882.128,0.0612,4109.789062,0.9999,1.0,X,1,0
1781125882.328,0.0612,5187.989258,0.9999,1.0,X,1,0
1781125882.528,0.0612,6440.043945,0.9999,1.0,X,1,0
1781125882.728,0.0612,9382.123047,0.9999,1.0,X,1,0
1781125882.928,0.0612,11019.730469,0.9999,1.0,X,1,0
1781125883.128,0.0612,12719.170898,0.9999,1.0,X,1,0
1781125883.328,0.0612,16117.694336,0.9999,1.0,X,1,0
1781125883.528,0.0612,17744.65625,0.9999,1.0,X,1,0
1781125883.728,0.0612,19289.179688,0.9997,1.0,X,1,0
